3,12404937,4297,8
5,12404937,16841,8
7,12404937,38367,8
9,12404937,63617,8
11,12404937,93444,8
13,12404937,131355,8
15,12404937,191279,8
3,12404937,4374,2
5,12404937,17251,2
7,12404937,37327,2
9,12404937,62436,2
11,12404937,93516,2
13,12404937,131201,2
15,12404937,176992,2
