3,12404937,1836,100000,8
5,12404937,5263,100000,8
7,12404937,10227,100000,8
9,12404937,17560,100000,8
11,12404937,25364,100000,8
13,12404937,34457,100000,8
15,12404937,48003,100000,8
3,12404937,2756,100000,2
5,12404937,11243,100000,2
7,12404937,23636,100000,2
9,12404937,39393,100000,2
11,12404937,57660,100000,2
13,12404937,82800,100000,2
15,12404937,108408,100000,2
